"年度","リーグID","チームID","打者ID","月","試合","打席","打数","得点","安打","二塁打","三塁打","本塁打","塁打","打点","三振","四球","死球","犠打","犠飛","盗塁","盗塁死","併殺打","打率","長打率","出塁率","OPS","年間通算打数","年間通算安打","年間通算打率","data.means.km.cluster"
"13463",2012,2,8,900071,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13464",2012,2,8,900071,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13465",2012,2,8,900071,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13466",2012,2,8,900071,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13467",2012,2,8,900071,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13468",2012,2,8,900071,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13469",2012,2,8,900071,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13470",2013,2,8,900071,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13471",2013,2,8,900071,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13472",2013,2,8,900071,5,4,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
"13473",2013,2,8,900071,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,5
"13474",2013,2,8,900071,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,5
"13475",2013,2,8,900071,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,5
"13476",2013,2,8,900071,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,5
"13477",2013,2,8,900071,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,5
"13478",2014,2,8,900071,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13479",2014,2,8,900071,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13480",2014,2,8,900071,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13481",2011,2,9,900072,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13482",2011,2,9,900072,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13483",2012,2,9,900072,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13484",2012,2,9,900072,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13485",2014,2,9,900072,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13486",2009,2,9,900073,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13487",2009,2,9,900073,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13488",2009,2,9,900073,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13489",2009,2,9,900073,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13490",2010,2,9,900073,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13491",2010,2,9,900073,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13492",2010,2,9,900073,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13493",2011,2,9,900073,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13494",2011,2,9,900073,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13495",2011,2,9,900073,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13496",2011,2,9,900073,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13497",2012,2,9,900073,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13498",2012,2,9,900073,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13499",2013,2,9,900073,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13500",2013,2,9,900073,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13501",2013,2,9,900073,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13502",2013,2,9,900073,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13503",2013,2,9,900073,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13504",2013,2,9,900073,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13505",2013,2,9,900073,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13506",2014,2,9,900073,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13507",2014,2,9,900073,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13508",2014,2,9,900073,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13509",2011,2,9,900075,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13510",2011,2,9,900075,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13511",2011,2,9,900075,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13512",2010,2,9,900076,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13513",2010,2,9,900076,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13514",2010,2,9,900076,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13515",2012,2,9,900076,5,1,3,2,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.5,0.5,0.666666666667,1.16666666667,2,1,0.5,2
"13516",2012,2,9,900076,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,1,0.5,2
"13517",2013,2,9,900076,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13518",2013,2,9,900076,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13519",2013,2,9,900076,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13520",2013,2,9,900081,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13521",2013,2,9,900081,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13522",2013,2,9,900081,5,5,4,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0.666666666667,0.666666666667,1,0,0,5
"13523",2013,2,9,900081,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13524",2013,2,9,900081,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13525",2013,2,9,900081,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13526",2013,2,9,900081,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13527",2013,2,9,900081,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13528",2014,2,9,900081,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13529",2014,2,9,900081,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13530",2010,2,9,900082,6,14,32,30,5,3,0,0,0,3,1,4,0,0,2,0,3,3,0,0.1,0.1,0.1,0.2,30,3,0.1,2
"13531",2010,2,9,900082,7,22,74,64,7,17,1,0,0,18,6,3,3,0,6,1,7,3,1,0.265625,0.28125,0.294117647059,0.575367647059,94,20,0.212765957446809,4
"13532",2010,2,9,900082,8,18,27,24,4,2,1,0,0,3,1,4,2,0,1,0,0,0,1,0.0833333333333,0.125,0.153846153846,0.278846153846,118,22,0.186440677966102,2
"13533",2010,2,9,900082,9,17,27,23,3,3,0,0,0,3,0,4,3,1,0,0,5,0,0,0.130434782609,0.130434782609,0.259259259259,0.389694041868,141,25,0.177304964539007,2
"13534",2010,2,9,900082,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,25,0.176056338028169,5
"13535",2011,2,9,900082,4,16,59,50,8,17,1,2,0,22,8,8,3,2,4,0,4,2,0,0.34,0.44,0.4,0.84,50,17,0.34,4
"13536",2011,2,9,900082,5,20,95,87,8,22,1,0,0,23,2,13,2,1,5,0,1,1,2,0.252873563218,0.264367816092,0.277777777778,0.54214559387,137,39,0.284671532846715,4
"13537",2011,2,9,900082,6,19,86,79,14,19,1,1,0,22,5,9,6,0,1,0,6,1,0,0.240506329114,0.278481012658,0.294117647059,0.572598659717,216,58,0.268518518518519,4
"13538",2011,2,9,900082,7,25,111,102,15,32,1,0,0,33,5,12,4,3,2,0,9,5,2,0.313725490196,0.323529411765,0.357798165138,0.681327576902,318,90,0.283018867924528,4
"13539",2011,2,9,900082,8,25,111,103,9,23,2,0,0,25,6,8,5,1,2,0,3,0,0,0.223300970874,0.242718446602,0.266055045872,0.508773492474,421,113,0.268408551068884,4
"13540",2011,2,9,900082,9,24,105,94,5,25,1,1,0,28,7,8,3,1,6,1,7,1,0,0.265957446809,0.297872340426,0.292929292929,0.590801633355,515,138,0.267961165048544,4
"13541",2011,2,9,900082,10,15,68,62,9,16,0,0,0,16,2,8,5,1,0,0,11,1,1,0.258064516129,0.258064516129,0.323529411765,0.581593927894,577,154,0.266897746967071,3
"13542",2012,2,9,900082,3,2,7,5,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,5
"13543",2012,2,9,900082,4,19,67,59,11,18,0,0,0,18,1,6,4,3,1,0,6,4,0,0.305084745763,0.305084745763,0.378787878788,0.683872624551,64,18,0.28125,4
"13544",2012,2,9,900082,5,23,97,88,8,21,1,0,0,22,4,8,3,0,5,1,4,3,1,0.238636363636,0.25,0.260869565217,0.510869565217,152,39,0.256578947368421,4
"13545",2012,2,9,900082,6,19,65,62,6,17,1,0,0,18,4,6,0,1,2,0,2,1,0,0.274193548387,0.290322580645,0.285714285714,0.576036866359,214,56,0.261682242990654,4
"13546",2012,2,9,900082,7,17,61,52,5,11,0,1,0,13,0,7,4,1,4,0,3,1,1,0.211538461538,0.25,0.280701754386,0.530701754386,266,67,0.25187969924812,4
"13547",2012,2,9,900082,8,22,78,70,10,18,2,2,0,24,5,5,6,0,2,0,3,1,2,0.257142857143,0.342857142857,0.315789473684,0.658646616541,336,85,0.25297619047619,4
"13548",2012,2,9,900082,9,22,83,74,10,23,1,0,0,24,4,8,1,0,7,1,3,4,0,0.310810810811,0.324324324324,0.315789473684,0.640113798009,410,108,0.263414634146341,4
"13549",2012,2,9,900082,10,7,24,21,2,5,0,0,0,5,0,4,0,1,2,0,2,0,0,0.238095238095,0.238095238095,0.272727272727,0.510822510823,431,113,0.262180974477958,3
"13550",2013,2,9,900082,3,3,12,10,1,3,0,0,0,3,0,0,0,0,2,0,0,0,2,0.3,0.3,0.3,0.6,10,3,0.3,2
"13551",2013,2,9,900082,4,23,50,43,5,8,0,1,0,10,1,1,5,1,1,0,1,0,0,0.186046511628,0.232558139535,0.285714285714,0.518272425249,53,11,0.207547169811321,4
"13552",2013,2,9,900082,5,20,42,36,6,10,1,0,0,11,3,2,2,1,2,1,2,0,0,0.277777777778,0.305555555556,0.325,0.630555555556,89,21,0.235955056179775,4
"13553",2013,2,9,900082,6,17,35,30,5,12,0,1,0,14,3,2,2,1,1,1,2,0,2,0.4,0.466666666667,0.441176470588,0.907843137255,119,33,0.277310924369748,4
"13554",2013,2,9,900082,7,19,58,53,6,12,1,0,0,13,1,5,2,1,2,0,2,0,0,0.22641509434,0.245283018868,0.267857142857,0.513140161725,172,45,0.261627906976744,4
"13555",2013,2,9,900082,8,26,102,90,10,25,2,1,0,29,7,9,4,1,6,1,9,3,2,0.277777777778,0.322222222222,0.3125,0.634722222222,262,70,0.267175572519084,4
"13556",2013,2,9,900082,9,20,37,34,5,5,0,0,0,5,1,5,2,0,1,0,3,0,0,0.147058823529,0.147058823529,0.194444444444,0.341503267974,296,75,0.253378378378378,3
"13557",2013,2,9,900082,10,6,19,17,1,6,0,1,0,8,2,2,1,0,1,0,0,0,1,0.352941176471,0.470588235294,0.388888888889,0.859477124183,313,81,0.258785942492013,3
"13558",2014,2,9,900082,3,2,4,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.25,0.25,3,0,0,5
"13559",2014,2,9,900082,4,15,31,30,2,7,1,1,0,10,0,5,0,0,1,0,0,0,0,0.233333333333,0.333333333333,0.233333333333,0.566666666667,33,7,0.212121212121212,2
"13560",2014,2,9,900082,5,20,43,40,5,14,1,0,0,15,1,5,3,0,0,0,4,2,0,0.35,0.375,0.395348837209,0.770348837209,73,21,0.287671232876712,2
"13561",2009,2,376,900085,6,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13562",2009,2,376,900085,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13563",2009,2,376,900085,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13564",2009,2,376,900085,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13565",2009,2,376,900085,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13566",2010,2,376,900085,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13567",2011,2,376,900085,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13568",2010,2,376,900086,9,7,27,27,0,3,0,0,0,3,2,12,0,0,0,0,0,1,1,0.111111111111,0.111111111111,0.111111111111,0.222222222222,27,3,0.111111111111111,2
"13569",2011,2,376,900086,9,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5
"13570",2013,2,376,900086,8,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
"13571",2009,2,376,900087,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13572",2009,2,376,900087,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13573",2009,2,376,900087,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13574",2009,2,376,900087,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13575",2009,2,376,900087,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13576",2010,2,376,900087,6,3,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5
"13577",2010,2,376,900087,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,2,0,0,5
"13578",2011,2,376,900087,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13579",2011,2,376,900087,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13580",2011,2,376,900087,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13581",2011,2,376,900087,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13582",2010,2,376,900088,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13583",2010,2,376,900088,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13584",2010,2,376,900088,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13585",2012,2,376,900088,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13586",2010,2,376,900089,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13587",2010,2,376,900089,5,3,8,8,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0.125,0.125,0.125,0.25,9,1,0.111111111111111,5
"13588",2009,2,376,900090,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13589",2010,2,376,900090,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13590",2010,2,376,900090,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13591",2010,2,376,900090,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13592",2012,2,376,900090,5,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
"13593",2012,2,376,900090,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,5
"13594",2012,2,376,900090,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,5
"13595",2012,2,376,900090,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,5
"13596",2012,2,376,900090,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,5
"13597",2013,2,376,900090,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13598",2013,2,376,900090,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13599",2013,2,376,900090,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13600",2013,2,376,900090,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13601",2014,2,376,900090,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13602",2014,2,376,900090,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13603",2014,2,376,900090,5,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2
"13604",2009,2,376,900091,6,7,14,14,2,5,4,0,0,9,2,3,0,0,0,0,0,0,1,0.357142857143,0.642857142857,0.357142857143,1,14,5,0.357142857142857,2
"13605",2009,2,376,900091,7,1,3,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.333333333333,0.333333333333,0.333333333333,0.666666666667,17,6,0.352941176470588,2
"13606",2009,2,376,900091,10,1,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,20,6,0.3,2
"13607",2010,2,376,900091,4,2,5,4,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5
"13608",2011,2,376,900091,7,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
"13609",2009,2,12,900092,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13610",2010,2,12,900092,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13611",2010,2,12,900092,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13612",2012,2,12,900092,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13613",2012,2,12,900092,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13614",2012,2,12,900092,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13615",2013,2,12,900092,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13616",2013,2,12,900092,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13617",2013,2,12,900092,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13618",2014,2,12,900092,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13619",2010,2,12,900093,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13620",2013,1,1,900093,5,11,27,26,3,6,0,1,0,8,0,5,1,0,0,0,0,0,0,0.230769230769,0.307692307692,0.259259259259,0.566951566952,26,6,0.230769230769231,2
"13621",2013,1,1,900093,6,14,18,18,1,2,0,1,0,4,2,6,0,0,0,0,1,0,0,0.111111111111,0.222222222222,0.111111111111,0.333333333333,44,8,0.181818181818182,2
"13622",2013,1,1,900093,7,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0.5,45,8,0.177777777777778,5
"13623",2013,1,1,900093,8,1,3,3,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0.333333333333,0.666666666667,0.333333333333,1,48,9,0.1875,5
"13624",2013,1,1,900093,9,14,24,23,1,6,0,0,0,6,2,4,1,0,0,0,0,0,0,0.260869565217,0.260869565217,0.291666666667,0.552536231884,71,15,0.211267605633803,2
"13625",2013,1,1,900093,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,15,0.202702702702703,2
"13626",2013,2,12,900095,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13627",2013,2,12,900095,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13628",2009,2,12,900096,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13629",2009,2,12,900096,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13630",2009,2,12,900096,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13631",2009,2,12,900096,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13632",2009,2,12,900096,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13633",2009,2,12,900096,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13634",2009,2,12,900096,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13635",2010,2,12,900096,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13636",2010,2,12,900096,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13637",2010,2,12,900096,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13638",2010,2,12,900096,6,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"13639",2010,2,12,900096,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13640",2010,2,12,900096,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13641",2010,2,12,900096,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,5
"13642",2011,2,12,900096,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,5
"13643",2011,2,12,900096,5,5,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,NA,NA,1,NA,0,0,0,5
"13644",2011,2,12,900096,6,4,7,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
"13645",2011,2,12,900096,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,0,5
